Id,ProductId,UserId,Score,Time,Summary,Text,clean_text,sentiment,words,filtered_words
55645,B004CYLW7A,A199FRO0YFMGED,5,2011-03-24 00:00:00,This is one of the best!,"Our whole family loved this cereal, even the 3-yr old asked for seconds. You could taste the nuts but there are no nut pieces. Nuts were completely blended in.<br />Would buy again.",our whole family loved this cereal even the 3yr old asked for seconds you could taste the nuts but there are no nut pieces nuts were completely blended inbr would buy again,Positive,"[""our"",""whole"",""family"",""loved"",""this"",""cereal"",""even"",""the"",""3yr"",""old"",""asked"",""for"",""seconds"",""you"",""could"",""taste"",""the"",""nuts"",""but"",""there"",""are"",""no"",""nut"",""pieces"",""nuts"",""were"",""completely"",""blended"",""inbr"",""would"",""buy"",""again""]","[""whole"",""family"",""loved"",""cereal"",""even"",""3yr"",""old"",""asked"",""seconds"",""taste"",""nuts"",""nut"",""pieces"",""nuts"",""completely"",""blended"",""inbr"",""buy""]"
55699,B0032CZOZO,A12VZRUKEG89O3,5,2012-10-09 00:00:00,Great Seeds,"I have been able to germinate the seeds and ALL of them have popped. I live in Florida so putting them outside is not recommended. It's too hot. I have killed all that have popped by putting them outside. Even though it says they can take the heat, Florida sun is still too hot.",i have been able to germinate the seeds and all of them have popped i live in florida so putting them outside is not recommended its too hot i have killed all that have popped by putting them outside even though it says they can take the heat florida sun is still too hot,Positive,"[""i"",""have"",""been"",""able"",""to"",""germinate"",""the"",""seeds"",""and"",""all"",""of"",""them"",""have"",""popped"",""i"",""live"",""in"",""florida"",""so"",""putting"",""them"",""outside"",""is"",""not"",""recommended"",""its"",""too"",""hot"",""i"",""have"",""killed"",""all"",""that"",""have"",""popped"",""by"",""putting"",""them"",""outside"",""even"",""though"",""it"",""says"",""they"",""can"",""take"",""the"",""heat"",""florida"",""sun"",""is"",""still"",""too"",""hot""]","[""able"",""germinate"",""seeds"",""popped"",""live"",""florida"",""putting"",""outside"",""recommended"",""hot"",""killed"",""popped"",""putting"",""outside"",""even"",""though"",""says"",""take"",""heat"",""florida"",""sun"",""still"",""hot""]"
55704,B00141QYMC,A37HCYJX1CTSF3,1,2011-05-22 00:00:00,DO NOT PURCHASE THESE STRIPS IF YOU WISH TO KEEP YOUR DOG ALIVE!!!,"BUYER BEWARE! This caused severe intestinal bleeding and an inflamed stomach lining in two of my toy poodles who had to be taken emergency, to my nearest animal hospital! The vet bill cost me $1,200 for a $25 6 pack of death strips! I have the remaining 5 packs that are sealed and was going to return them to amazon, but they don't accept edibles..<br /><br />I always buy Mellow Mut and wanted to give these a try. I don't know what possessed me to switch, but I'm so sorry I did!!! They seemed a bit rough, like an old piece of leather, very coarse, not the usual kind of texture my dogs have been used to. I didn't think much of it at first, because they eat these types of treats all the time and they are supposed to be the ''nautral choice'' only healthful, not harmful! But, I never knew the damage they would cost my dogs. They began to become very listless after digestion, severe bloody vomit and explosive, watery diarrhea with blood followed, almost to the point of shock!!! I just got home from a long night at the hospital with them and they are in a very delicate state and still not in the clear. I have to return with them if the vomiting continues for futher investagation!<br /><br />I don't know what to expect in the next couple of hours! They are on very strong medications and must follow a very bland diet for three weeks that is, if no more complications arise! I pray my babies make a full recovery! I urged amazon to pull these off the website, before this tragedy occurs with another innocent life! They are poison for dogs, maybe this batch was just the contaminated one? Either way, you don't want to take that chance with your beloved pooch! Please stay away! I don't even care if I lost my money on this order, you can't put a price on your best friend! I just want everyone's dogs to be safe! Vitality brand dog strips are toxic!!!!<br /><br />P.S. I just found out Mellow Mut and Vitality dog chews are made in China and manufactured by the same company Dogswell! I will never EVER purchase their products again! I'm reporting them to the U.S. Food and Drug Administration!",buyer beware this caused severe intestinal bleeding and an inflamed stomach lining in two of my toy poodles who had to be taken emergency to my nearest animal hospital the vet bill cost me 1200 for a 25 6 pack of death strips i have the remaining 5 packs that are sealed and was going to return them to amazon but they dont accept ediblesbr br i always buy mellow mut and wanted to give these a try i dont know what possessed me to switch but im so sorry i did they seemed a bit rough like an old piece of leather very coarse not the usual kind of texture my dogs have been used to i didnt think much of it at first because they eat these types of treats all the time and they are supposed to be the nautral choice only healthful not harmful but i never knew the damage they would cost my dogs they began to become very listless after digestion severe bloody vomit and explosive watery diarrhea with blood followed almost to the point of shock i just got home from a long night at the hospital with them and they are in a very delicate state and still not in the clear i have to return with them if the vomiting continues for futher investagationbr br i dont know what to expect in the next couple of hours they are on very strong medications and must follow a very bland diet for three weeks that is if no more complications arise i pray my babies make a full recovery i urged amazon to pull these off the website before this tragedy occurs with another innocent life they are poison for dogs maybe this batch was just the contaminated one either way you dont want to take that chance with your beloved pooch please stay away i dont even care if i lost my money on this order you cant put a price on your best friend i just want everyones dogs to be safe vitality brand dog strips are toxicbr br ps i just found out mellow mut and vitality dog chews are made in china and manufactured by the same company dogswell i will never ever purchase their products again im reporting them to the us food and drug administration,Negative,"[""buyer"",""beware"",""this"",""caused"",""severe"",""intestinal"",""bleeding"",""and"",""an"",""inflamed"",""stomach"",""lining"",""in"",""two"",""of"",""my"",""toy"",""poodles"",""who"",""had"",""to"",""be"",""taken"",""emergency"",""to"",""my"",""nearest"",""animal"",""hospital"",""the"",""vet"",""bill"",""cost"",""me"",""1200"",""for"",""a"",""25"",""6"",""pack"",""of"",""death"",""strips"",""i"",""have"",""the"",""remaining"",""5"",""packs"",""that"",""are"",""sealed"",""and"",""was"",""going"",""to"",""return"",""them"",""to"",""amazon"",""but"",""they"",""dont"",""accept"",""ediblesbr"",""br"",""i"",""always"",""buy"",""mellow"",""mut"",""and"",""wanted"",""to"",""give"",""these"",""a"",""try"",""i"",""dont"",""know"",""what"",""possessed"",""me"",""to"",""switch"",""but"",""im"",""so"",""sorry"",""i"",""did"",""they"",""seemed"",""a"",""bit"",""rough"",""like"",""an"",""old"",""piece"",""of"",""leather"",""very"",""coarse"",""not"",""the"",""usual"",""kind"",""of"",""texture"",""my"",""dogs"",""have"",""been"",""used"",""to"",""i"",""didnt"",""think"",""much"",""of"",""it"",""at"",""first"",""because"",""they"",""eat"",""these"",""types"",""of"",""treats"",""all"",""the"",""time"",""and"",""they"",""are"",""supposed"",""to"",""be"",""the"",""nautral"",""choice"",""only"",""healthful"",""not"",""harmful"",""but"",""i"",""never"",""knew"",""the"",""damage"",""they"",""would"",""cost"",""my"",""dogs"",""they"",""began"",""to"",""become"",""very"",""listless"",""after"",""digestion"",""severe"",""bloody"",""vomit"",""and"",""explosive"",""watery"",""diarrhea"",""with"",""blood"",""followed"",""almost"",""to"",""the"",""point"",""of"",""shock"",""i"",""just"",""got"",""home"",""from"",""a"",""long"",""night"",""at"",""the"",""hospital"",""with"",""them"",""and"",""they"",""are"",""in"",""a"",""very"",""delicate"",""state"",""and"",""still"",""not"",""in"",""the"",""clear"",""i"",""have"",""to"",""return"",""with"",""them"",""if"",""the"",""vomiting"",""continues"",""for"",""futher"",""investagationbr"",""br"",""i"",""dont"",""know"",""what"",""to"",""expect"",""in"",""the"",""next"",""couple"",""of"",""hours"",""they"",""are"",""on"",""very"",""strong"",""medications"",""and"",""must"",""follow"",""a"",""very"",""bland"",""diet"",""for"",""three"",""weeks"",""that"",""is"",""if"",""no"",""more"",""complications"",""arise"",""i"",""pray"",""my"",""babies"",""make"",""a"",""full"",""recovery"",""i"",""urged"",""amazon"",""to"",""pull"",""these"",""off"",""the"",""website"",""before"",""this"",""tragedy"",""occurs"",""with"",""another"",""innocent"",""life"",""they"",""are"",""poison"",""for"",""dogs"",""maybe"",""this"",""batch"",""was"",""just"",""the"",""contaminated"",""one"",""either"",""way"",""you"",""dont"",""want"",""to"",""take"",""that"",""chance"",""with"",""your"",""beloved"",""pooch"",""please"",""stay"",""away"",""i"",""dont"",""even"",""care"",""if"",""i"",""lost"",""my"",""money"",""on"",""this"",""order"",""you"",""cant"",""put"",""a"",""price"",""on"",""your"",""best"",""friend"",""i"",""just"",""want"",""everyones"",""dogs"",""to"",""be"",""safe"",""vitality"",""brand"",""dog"",""strips"",""are"",""toxicbr"",""br"",""ps"",""i"",""just"",""found"",""out"",""mellow"",""mut"",""and"",""vitality"",""dog"",""chews"",""are"",""made"",""in"",""china"",""and"",""manufactured"",""by"",""the"",""same"",""company"",""dogswell"",""i"",""will"",""never"",""ever"",""purchase"",""their"",""products"",""again"",""im"",""reporting"",""them"",""to"",""the"",""us"",""food"",""and"",""drug"",""administration""]","[""buyer"",""beware"",""caused"",""severe"",""intestinal"",""bleeding"",""inflamed"",""stomach"",""lining"",""two"",""toy"",""poodles"",""taken"",""emergency"",""nearest"",""animal"",""hospital"",""vet"",""bill"",""cost"",""1200"",""25"",""6"",""pack"",""death"",""strips"",""remaining"",""5"",""packs"",""sealed"",""going"",""return"",""amazon"",""dont"",""accept"",""ediblesbr"",""br"",""always"",""buy"",""mellow"",""mut"",""wanted"",""give"",""try"",""dont"",""know"",""possessed"",""switch"",""im"",""sorry"",""seemed"",""bit"",""rough"",""like"",""old"",""piece"",""leather"",""coarse"",""usual"",""kind"",""texture"",""dogs"",""used"",""didnt"",""think"",""much"",""first"",""eat"",""types"",""treats"",""time"",""supposed"",""nautral"",""choice"",""healthful"",""harmful"",""never"",""knew"",""damage"",""cost"",""dogs"",""began"",""become"",""listless"",""digestion"",""severe"",""bloody"",""vomit"",""explosive"",""watery"",""diarrhea"",""blood"",""followed"",""almost"",""point"",""shock"",""got"",""home"",""long"",""night"",""hospital"",""delicate"",""state"",""still"",""clear"",""return"",""vomiting"",""continues"",""futher"",""investagationbr"",""br"",""dont"",""know"",""expect"",""next"",""couple"",""hours"",""strong"",""medications"",""must"",""follow"",""bland"",""diet"",""three"",""weeks"",""complications"",""arise"",""pray"",""babies"",""make"",""full"",""recovery"",""urged"",""amazon"",""pull"",""website"",""tragedy"",""occurs"",""another"",""innocent"",""life"",""poison"",""dogs"",""maybe"",""batch"",""contaminated"",""one"",""either"",""way"",""dont"",""want"",""take"",""chance"",""beloved"",""pooch"",""please"",""stay"",""away"",""dont"",""even"",""care"",""lost"",""money"",""order"",""cant"",""put"",""price"",""best"",""friend"",""want"",""everyones"",""dogs"",""safe"",""vitality"",""brand"",""dog"",""strips"",""toxicbr"",""br"",""ps"",""found"",""mellow"",""mut"",""vitality"",""dog"",""chews"",""made"",""china"",""manufactured"",""company"",""dogswell"",""never"",""ever"",""purchase"",""products"",""im"",""reporting"",""us"",""food"",""drug"",""administration""]"
55922,B003EX2ECM,A21NX7DZP4PIQC,1,2011-05-12 00:00:00,This is disgusting and harmful!,"""This is outrageous that the compound sold here can be added to meat parts to make them a """"whole"""" product. The separation of parts to be rejoined is HIGHLY likely to cause sickness in people",this is outrageous that the compound sold here can be added to meat parts to make them a whole product the separation of parts to be rejoined is highly likely to cause sickness in people,Negative,"[""this"",""is"",""outrageous"",""that"",""the"",""compound"",""sold"",""here"",""can"",""be"",""added"",""to"",""meat"",""parts"",""to"",""make"",""them"",""a"",""whole"",""product"",""the"",""separation"",""of"",""parts"",""to"",""be"",""rejoined"",""is"",""highly"",""likely"",""to"",""cause"",""sickness"",""in"",""people""]","[""outrageous"",""compound"",""sold"",""added"",""meat"",""parts"",""make"",""whole"",""product"",""separation"",""parts"",""rejoined"",""highly"",""likely"",""cause"",""sickness"",""people""]"
56001,B004HONIMC,A12DU5M8U6QGIG,5,2011-08-29 00:00:00,Tastes the best,"These are perfect for traveling. On the airplane when they offer you peanuts, pretzels or cookies you can take out an alternate, healthy snack. The only thing is, now I'm addicted to them, they're so good.",these are perfect for traveling on the airplane when they offer you peanuts pretzels or cookies you can take out an alternate healthy snack the only thing is now im addicted to them theyre so good,Positive,"[""these"",""are"",""perfect"",""for"",""traveling"",""on"",""the"",""airplane"",""when"",""they"",""offer"",""you"",""peanuts"",""pretzels"",""or"",""cookies"",""you"",""can"",""take"",""out"",""an"",""alternate"",""healthy"",""snack"",""the"",""only"",""thing"",""is"",""now"",""im"",""addicted"",""to"",""them"",""theyre"",""so"",""good""]","[""perfect"",""traveling"",""airplane"",""offer"",""peanuts"",""pretzels"",""cookies"",""take"",""alternate"",""healthy"",""snack"",""thing"",""im"",""addicted"",""theyre"",""good""]"
56455,B000633V3O,A35LICAQ8MZFZ2,5,2012-03-17 00:00:00,"Dog-Tested, Owner-Approved","Soon after we adopted our dog, I realized she didn't seem to enjoy treats. Or at least, the treats we bought her. She'd eat them, but she didn't LOVE them. So, I set out to find something new & came across these rolls in a nearby pet store. Sliced them up for treats, gave her one, & she was in LOVE. Awesome for training because she'll do whatever you want for one small piece. We also grate it up for her dry food, which she then gobbles down. Very happy pup, very happy owner. (The price isn't bad for us because our dog is 16 lbs. One 1lb. roll lasts almost a month for her.)",soon after we adopted our dog i realized she didnt seem to enjoy treats or at least the treats we bought her shed eat them but she didnt love them so i set out to find something new came across these rolls in a nearby pet store sliced them up for treats gave her one she was in love awesome for training because shell do whatever you want for one small piece we also grate it up for her dry food which she then gobbles down very happy pup very happy owner the price isnt bad for us because our dog is 16 lbs one 1lb roll lasts almost a month for her,Positive,"[""soon"",""after"",""we"",""adopted"",""our"",""dog"",""i"",""realized"",""she"",""didnt"",""seem"",""to"",""enjoy"",""treats"",""or"",""at"",""least"",""the"",""treats"",""we"",""bought"",""her"",""shed"",""eat"",""them"",""but"",""she"",""didnt"",""love"",""them"",""so"",""i"",""set"",""out"",""to"",""find"",""something"",""new"",""came"",""across"",""these"",""rolls"",""in"",""a"",""nearby"",""pet"",""store"",""sliced"",""them"",""up"",""for"",""treats"",""gave"",""her"",""one"",""she"",""was"",""in"",""love"",""awesome"",""for"",""training"",""because"",""shell"",""do"",""whatever"",""you"",""want"",""for"",""one"",""small"",""piece"",""we"",""also"",""grate"",""it"",""up"",""for"",""her"",""dry"",""food"",""which"",""she"",""then"",""gobbles"",""down"",""very"",""happy"",""pup"",""very"",""happy"",""owner"",""the"",""price"",""isnt"",""bad"",""for"",""us"",""because"",""our"",""dog"",""is"",""16"",""lbs"",""one"",""1lb"",""roll"",""lasts"",""almost"",""a"",""month"",""for"",""her""]","[""soon"",""adopted"",""dog"",""realized"",""didnt"",""seem"",""enjoy"",""treats"",""least"",""treats"",""bought"",""shed"",""eat"",""didnt"",""love"",""set"",""find"",""something"",""new"",""came"",""across"",""rolls"",""nearby"",""pet"",""store"",""sliced"",""treats"",""gave"",""one"",""love"",""awesome"",""training"",""shell"",""whatever"",""want"",""one"",""small"",""piece"",""also"",""grate"",""dry"",""food"",""gobbles"",""happy"",""pup"",""happy"",""owner"",""price"",""isnt"",""bad"",""us"",""dog"",""16"",""lbs"",""one"",""1lb"",""roll"",""lasts"",""almost"",""month""]"
56566,B0012XBD7I,A3UCO7B9HP42BG,5,2008-07-28 00:00:00,Great chips,"We are always pleased with Amazon's packaging. Chips are never crushed or broken, always fresh. We really liked this brand/flavor of chips. Very tasty!",we are always pleased with amazons packaging chips are never crushed or broken always fresh we really liked this brandflavor of chips very tasty,Positive,"[""we"",""are"",""always"",""pleased"",""with"",""amazons"",""packaging"",""chips"",""are"",""never"",""crushed"",""or"",""broken"",""always"",""fresh"",""we"",""really"",""liked"",""this"",""brandflavor"",""of"",""chips"",""very"",""tasty""]","[""always"",""pleased"",""amazons"",""packaging"",""chips"",""never"",""crushed"",""broken"",""always"",""fresh"",""really"",""liked"",""brandflavor"",""chips"",""tasty""]"
56642,B0012XBD7I,A3ARC3UIY3Z1KQ,1,2009-04-06 00:00:00,VERY DISAPPOINTED,I ORDERED KETTLE CHIPS IN THE FOLLOWING FLAVVORS<br />SALT & FRESH GROUND PEPPER<br />TUSCAN 3 CHEESE<br />N.Y. CHEDDAR AND HERS<br /><br />THEY ALL TASTED THE SAME TO ME.  IF THERE IS A VARIETY PACK SUGGEST U ORDER BEFORE ORDERING LARGE SIZE.<br /><br />I WISH I COULD RETURN THE UNOPENED BAGS.,i ordered kettle chips in the following flavvorsbr salt fresh ground pepperbr tuscan 3 cheesebr ny cheddar and hersbr br they all tasted the same to me if there is a variety pack suggest u order before ordering large sizebr br i wish i could return the unopened bags,Negative,"[""i"",""ordered"",""kettle"",""chips"",""in"",""the"",""following"",""flavvorsbr"",""salt"",""fresh"",""ground"",""pepperbr"",""tuscan"",""3"",""cheesebr"",""ny"",""cheddar"",""and"",""hersbr"",""br"",""they"",""all"",""tasted"",""the"",""same"",""to"",""me"",""if"",""there"",""is"",""a"",""variety"",""pack"",""suggest"",""u"",""order"",""before"",""ordering"",""large"",""sizebr"",""br"",""i"",""wish"",""i"",""could"",""return"",""the"",""unopened"",""bags""]","[""ordered"",""kettle"",""chips"",""following"",""flavvorsbr"",""salt"",""fresh"",""ground"",""pepperbr"",""tuscan"",""3"",""cheesebr"",""ny"",""cheddar"",""hersbr"",""br"",""tasted"",""variety"",""pack"",""suggest"",""u"",""order"",""ordering"",""large"",""sizebr"",""br"",""wish"",""return"",""unopened"",""bags""]"
56803,B004K3EOFU,A1JT114SOITFFO,5,2012-10-20 00:00:00,OMG best chocolate jelly belly,"Fresh,a great way to get a little chocolate in my life without a million calories. They taste just like chocolate pudding.",fresha great way to get a little chocolate in my life without a million calories they taste just like chocolate pudding,Positive,"[""fresha"",""great"",""way"",""to"",""get"",""a"",""little"",""chocolate"",""in"",""my"",""life"",""without"",""a"",""million"",""calories"",""they"",""taste"",""just"",""like"",""chocolate"",""pudding""]","[""fresha"",""great"",""way"",""get"",""little"",""chocolate"",""life"",""without"",""million"",""calories"",""taste"",""like"",""chocolate"",""pudding""]"
56847,B000C4MU9I,A3VJT2T1U6XQAP,4,2012-08-01 00:00:00,Smooth and creamy,"""I purchased this for making fudge. I made 2 batches, one using the Callebaut dark chocolate and one using Bakers brand chocolate.  In my unscientific blind taste test 2 out of 12 people preferred the Callebaut, the other 10 preferred the Bakers.  All said the Callebaut was smoother and creamier, but most said the Bakers was more """"chocolaty"""".<br /><br />The Callebaut was easier to measure and use (I didn't have to chop it up for quicker melting).  Maybe using a 50/50 mixture of each will produce the quality between smoothness and chocolate that I want.""",i purchased this for making fudge i made 2 batches one using the callebaut dark chocolate and one using bakers brand chocolate in my unscientific blind taste test 2 out of 12 people preferred the callebaut the other 10 preferred the bakers all said the callebaut was smoother and creamier but most said the bakers was more chocolatybr br the callebaut was easier to measure and use i didnt have to chop it up for quicker melting maybe using a 5050 mixture of each will produce the quality between smoothness and chocolate that i want,Positive,"[""i"",""purchased"",""this"",""for"",""making"",""fudge"",""i"",""made"",""2"",""batches"",""one"",""using"",""the"",""callebaut"",""dark"",""chocolate"",""and"",""one"",""using"",""bakers"",""brand"",""chocolate"",""in"",""my"",""unscientific"",""blind"",""taste"",""test"",""2"",""out"",""of"",""12"",""people"",""preferred"",""the"",""callebaut"",""the"",""other"",""10"",""preferred"",""the"",""bakers"",""all"",""said"",""the"",""callebaut"",""was"",""smoother"",""and"",""creamier"",""but"",""most"",""said"",""the"",""bakers"",""was"",""more"",""chocolatybr"",""br"",""the"",""callebaut"",""was"",""easier"",""to"",""measure"",""and"",""use"",""i"",""didnt"",""have"",""to"",""chop"",""it"",""up"",""for"",""quicker"",""melting"",""maybe"",""using"",""a"",""5050"",""mixture"",""of"",""each"",""will"",""produce"",""the"",""quality"",""between"",""smoothness"",""and"",""chocolate"",""that"",""i"",""want""]","[""purchased"",""making"",""fudge"",""made"",""2"",""batches"",""one"",""using"",""callebaut"",""dark"",""chocolate"",""one"",""using"",""bakers"",""brand"",""chocolate"",""unscientific"",""blind"",""taste"",""test"",""2"",""12"",""people"",""preferred"",""callebaut"",""10"",""preferred"",""bakers"",""said"",""callebaut"",""smoother"",""creamier"",""said"",""bakers"",""chocolatybr"",""br"",""callebaut"",""easier"",""measure"",""use"",""didnt"",""chop"",""quicker"",""melting"",""maybe"",""using"",""5050"",""mixture"",""produce"",""quality"",""smoothness"",""chocolate"",""want""]"
57368,B00817GPWQ,A3N3MWX3SU3IAK,5,2011-05-21 00:00:00,Great Flavored Coffee,"With a name like Chocolate Raspberry Truffle, Van Houtte's new k-cups already had my mouth watering.  The first taste lived up to my expectations.  It is now on a par with my all-time favorite, Gloria Jean Hazelnut.",with a name like chocolate raspberry truffle van houttes new kcups already had my mouth watering the first taste lived up to my expectations it is now on a par with my alltime favorite gloria jean hazelnut,Positive,"[""with"",""a"",""name"",""like"",""chocolate"",""raspberry"",""truffle"",""van"",""houttes"",""new"",""kcups"",""already"",""had"",""my"",""mouth"",""watering"",""the"",""first"",""taste"",""lived"",""up"",""to"",""my"",""expectations"",""it"",""is"",""now"",""on"",""a"",""par"",""with"",""my"",""alltime"",""favorite"",""gloria"",""jean"",""hazelnut""]","[""name"",""like"",""chocolate"",""raspberry"",""truffle"",""van"",""houttes"",""new"",""kcups"",""already"",""mouth"",""watering"",""first"",""taste"",""lived"",""expectations"",""par"",""alltime"",""favorite"",""gloria"",""jean"",""hazelnut""]"
57392,B0007UQ73W,A6RBJKY32CFGN,5,2012-05-01 00:00:00,It's really very good,"""I have been lucky enough to taste the good stuff (10 year aged Aceto Balsamico Tradizionale di Modena) and I've been unlucky enough to taste a whole lot of the not-so-good stuff (supermarket balsamic vinegar), and a few of the ones in the middle (Condimento grade balsamic) and so I have a decently wide range of aceto balsamico experience and I can say that Villa Manodori is very good condimento grade and maybe as good as """"real"""" aceto balsamico tradizionale.  It pours like good aceto balsamico - sort of like maple syrup - and it has a very nice color.  And the flavor is sweet and sour and the different flavors hit me like a wave as every time I struggle to separate all of the flavors.  But it's delicious and a special experience and I am very glad they have priced at the high side of what I'm willing to pay (as opposed to totally out of my reach).""",i have been lucky enough to taste the good stuff 10 year aged aceto balsamico tradizionale di modena and ive been unlucky enough to taste a whole lot of the notsogood stuff supermarket balsamic vinegar and a few of the ones in the middle condimento grade balsamic and so i have a decently wide range of aceto balsamico experience and i can say that villa manodori is very good condimento grade and maybe as good as real aceto balsamico tradizionale it pours like good aceto balsamico sort of like maple syrup and it has a very nice color and the flavor is sweet and sour and the different flavors hit me like a wave as every time i struggle to separate all of the flavors but its delicious and a special experience and i am very glad they have priced at the high side of what im willing to pay as opposed to totally out of my reach,Positive,"[""i"",""have"",""been"",""lucky"",""enough"",""to"",""taste"",""the"",""good"",""stuff"",""10"",""year"",""aged"",""aceto"",""balsamico"",""tradizionale"",""di"",""modena"",""and"",""ive"",""been"",""unlucky"",""enough"",""to"",""taste"",""a"",""whole"",""lot"",""of"",""the"",""notsogood"",""stuff"",""supermarket"",""balsamic"",""vinegar"",""and"",""a"",""few"",""of"",""the"",""ones"",""in"",""the"",""middle"",""condimento"",""grade"",""balsamic"",""and"",""so"",""i"",""have"",""a"",""decently"",""wide"",""range"",""of"",""aceto"",""balsamico"",""experience"",""and"",""i"",""can"",""say"",""that"",""villa"",""manodori"",""is"",""very"",""good"",""condimento"",""grade"",""and"",""maybe"",""as"",""good"",""as"",""real"",""aceto"",""balsamico"",""tradizionale"",""it"",""pours"",""like"",""good"",""aceto"",""balsamico"",""sort"",""of"",""like"",""maple"",""syrup"",""and"",""it"",""has"",""a"",""very"",""nice"",""color"",""and"",""the"",""flavor"",""is"",""sweet"",""and"",""sour"",""and"",""the"",""different"",""flavors"",""hit"",""me"",""like"",""a"",""wave"",""as"",""every"",""time"",""i"",""struggle"",""to"",""separate"",""all"",""of"",""the"",""flavors"",""but"",""its"",""delicious"",""and"",""a"",""special"",""experience"",""and"",""i"",""am"",""very"",""glad"",""they"",""have"",""priced"",""at"",""the"",""high"",""side"",""of"",""what"",""im"",""willing"",""to"",""pay"",""as"",""opposed"",""to"",""totally"",""out"",""of"",""my"",""reach""]","[""lucky"",""enough"",""taste"",""good"",""stuff"",""10"",""year"",""aged"",""aceto"",""balsamico"",""tradizionale"",""di"",""modena"",""ive"",""unlucky"",""enough"",""taste"",""whole"",""lot"",""notsogood"",""stuff"",""supermarket"",""balsamic"",""vinegar"",""ones"",""middle"",""condimento"",""grade"",""balsamic"",""decently"",""wide"",""range"",""aceto"",""balsamico"",""experience"",""say"",""villa"",""manodori"",""good"",""condimento"",""grade"",""maybe"",""good"",""real"",""aceto"",""balsamico"",""tradizionale"",""pours"",""like"",""good"",""aceto"",""balsamico"",""sort"",""like"",""maple"",""syrup"",""nice"",""color"",""flavor"",""sweet"",""sour"",""different"",""flavors"",""hit"",""like"",""wave"",""every"",""time"",""struggle"",""separate"",""flavors"",""delicious"",""special"",""experience"",""glad"",""priced"",""high"",""side"",""im"",""willing"",""pay"",""opposed"",""totally"",""reach""]"
57871,B000EVOSE4,A9PGST9577HZ8,5,2009-10-05 00:00:00,No shipping,"I like these gummi's, but you all don't ship them to APO.  That makes it hard to soldiers to get them.",i like these gummis but you all dont ship them to apo that makes it hard to soldiers to get them,Positive,"[""i"",""like"",""these"",""gummis"",""but"",""you"",""all"",""dont"",""ship"",""them"",""to"",""apo"",""that"",""makes"",""it"",""hard"",""to"",""soldiers"",""to"",""get"",""them""]","[""like"",""gummis"",""dont"",""ship"",""apo"",""makes"",""hard"",""soldiers"",""get""]"
58881,B000ER1ER2,A13A0EE7L3YZNB,5,2007-02-07 00:00:00,My Baby and Toddler Love These,And they are good for them! With whole wheat flower and no high fructose corn syrup like a lot of other crackers.,and they are good for them with whole wheat flower and no high fructose corn syrup like a lot of other crackers,Positive,"[""and"",""they"",""are"",""good"",""for"",""them"",""with"",""whole"",""wheat"",""flower"",""and"",""no"",""high"",""fructose"",""corn"",""syrup"",""like"",""a"",""lot"",""of"",""other"",""crackers""]","[""good"",""whole"",""wheat"",""flower"",""high"",""fructose"",""corn"",""syrup"",""like"",""lot"",""crackers""]"
59333,B000Q0IMOK,AD0KNM8KXR0L8,5,2009-10-22 00:00:00,Best Cocoa Ever!,This is the best cocoa I've ever purchased. You will be happy with the results if you use this cocoa. It's wonderful.,this is the best cocoa ive ever purchased you will be happy with the results if you use this cocoa its wonderful,Positive,"[""this"",""is"",""the"",""best"",""cocoa"",""ive"",""ever"",""purchased"",""you"",""will"",""be"",""happy"",""with"",""the"",""results"",""if"",""you"",""use"",""this"",""cocoa"",""its"",""wonderful""]","[""best"",""cocoa"",""ive"",""ever"",""purchased"",""happy"",""results"",""use"",""cocoa"",""wonderful""]"
59889,B0017OASQO,A2VMT89TCSF105,4,2011-01-29 00:00:00,Some words of warning,"""Ballerina are definitely my favourite cookies. I agree with the other reviewer. They are ridiculously delicious and virtually impossible to share! You just *want* the entire package for yourself.<br /><br />A couple of years ago, I was so addicted to Ballerina and their sister cookies Singoalla that I could eat one package of each instead of supper. I readily admit that my stomach said """"no"""" to that particular guilty pleasure",ballerina are definitely my favourite cookies i agree with the other reviewer they are ridiculously delicious and virtually impossible to share you just want the entire package for yourselfbr br a couple of years ago i was so addicted to ballerina and their sister cookies singoalla that i could eat one package of each instead of supper i readily admit that my stomach said no to that particular guilty pleasure,Positive,"[""ballerina"",""are"",""definitely"",""my"",""favourite"",""cookies"",""i"",""agree"",""with"",""the"",""other"",""reviewer"",""they"",""are"",""ridiculously"",""delicious"",""and"",""virtually"",""impossible"",""to"",""share"",""you"",""just"",""want"",""the"",""entire"",""package"",""for"",""yourselfbr"",""br"",""a"",""couple"",""of"",""years"",""ago"",""i"",""was"",""so"",""addicted"",""to"",""ballerina"",""and"",""their"",""sister"",""cookies"",""singoalla"",""that"",""i"",""could"",""eat"",""one"",""package"",""of"",""each"",""instead"",""of"",""supper"",""i"",""readily"",""admit"",""that"",""my"",""stomach"",""said"",""no"",""to"",""that"",""particular"",""guilty"",""pleasure""]","[""ballerina"",""definitely"",""favourite"",""cookies"",""agree"",""reviewer"",""ridiculously"",""delicious"",""virtually"",""impossible"",""share"",""want"",""entire"",""package"",""yourselfbr"",""br"",""couple"",""years"",""ago"",""addicted"",""ballerina"",""sister"",""cookies"",""singoalla"",""eat"",""one"",""package"",""instead"",""supper"",""readily"",""admit"",""stomach"",""said"",""particular"",""guilty"",""pleasure""]"
